Name	Address	Street_1	Street_2	Zip	Lat	Long	Class	State	County	City	Playground	Pools	Tennis	Baseball	Basketball	Playing	Acreage	Dog	Ice	Notes
Fountain Park					42.510666	-70.845157	Urban	MA	Essex	Marblehead										Coordinates
Gatchell Playground	60 Lafayette St			01945			Urban	MA	Essex	Marblehead	1			1	1	1	8.33			
Gerry Playground		Stramski Way	West Shore Dr	01945			Urban	MA	Essex	Marblehead	1						6.85			
Hammond Park		Commercial St	Cliff St	01945			Urban	MA	Essex	Marblehead										
Hobbs Playground		Clifton Ave	Brook Rd	01945			Urban	MA	Essex	Marblehead	1			1			1.14			
Memorial Park		Essex St	Pleasant St	01945			Urban	MA	Essex	Marblehead							0.32			
Orne Playground	20 Shepard St			01945			Urban	MA	Essex	Marblehead	1			1			5.22			
Reynolds Playground		Lime St	Farrell Ct	01945			Urban	MA	Essex	Marblehead	1			1		1	5.45			
Seaside Park	92 Atlantic Ave			01945			Urban	MA	Essex	Marblehead	1		1	1	1	1	33.7			
Carey Park					42.825362	-70.984694	Urban	MA	Essex	Merrimac							0.8			Coordinates
Carriagetown Park					42.830231	-70.978761	Urban	MA	Essex	Merrimac				1		1	17.94			Coordinates
Cobbler's Brook		Broad St	Lancaster Ct	01860			Urban	MA	Essex	Merrimac							4.9			
Donahue School/Stevens Athletic Fields		Locust St	Union St	01860			Urban	MA	Essex	Merrimac	1		1	1	1		16.3			
Indian Head Park					42.840345	-70.98891	Urban	MA	Essex	Merrimac							31			Coordinates
Kimball Park		W Main St	Union St	01860			Urban	MA	Essex	Merrimac							0.7			
River Road Peninsula					42.825513	-70.982591	Urban	MA	Essex	Merrimac							0.8			Coordinates
Sweetsir School		Church St	Hansom Dr	01860			Urban	MA	Essex	Merrimac	1						10.7			
Town Forest Park					42.838964	-71.016473	Urban	MA	Essex	Merrimac						1	286.2			Coordinates
ASHFORD STREET					42.72774508	-71.15	Urban	MA	Essex	Methuen	1									Coordinates
BICENTENNIAL PARK	BROADWAY PARK			01844			Urban	MA	Essex	Methuen										Couldn’t Find
CENTRAL BUILDING					42.72296219	-71.18	Urban	MA	Essex	Methuen	1									Coordinates
CGS SCHOOL	100 Howe St			01844			Urban	MA	Essex	Methuen	1			1		1				
CHELMSFORD ST		CHELMSFORD ST	Lawrence St	01844			Urban	MA	Essex	Methuen	1									
FOREST LAKE					42.73103366	-71.25	Urban	MA	Essex	Methuen										Coordinates
FRANCIS MORSE PARK	25 Burnham Rd			01844			Urban	MA	Essex	Methuen	1			1		1				
GILL AVENUE		Gill Ave	Railroad St	01844			Urban	MA	Essex	Methuen	1				1	1				
MARSH SCHOOL	309 Pelham St			01844			Urban	MA	Essex	Methuen	1				1					
METHUEN HIGH SCHOOL	1 RANGER RD			01844			Urban	MA	Essex	Methuen	1		1		1	1				
NEIL PLAYSTEAD		LAWRENCE ST	 East St	01844			Urban	MA	Essex	Methuen	1			1						
OAKLAND SCHOOL	125 Oakland Ave			01844			Urban	MA	Essex	Methuen	1			1						
PLEASANT VALLEY SCHOOL	180 Pleasant Valley St			01844			Urban	MA	Essex	Methuen	1									
POTTERS FIELD					42.72731616	-71.2	Urban	MA	Essex	Methuen				1						Coordinates
RAYMOND MARTIN PARK		RIVERSIDE DR	Burham Rd	01844			Urban	MA	Essex	Methuen	1									
RIVERWALK PARK					42.726961	-71.19	Urban	MA	Essex	Methuen	1									Coordinates
SARGENT FIELD		WEST AYER ST	Holly St	01844			Urban	MA	Essex	Methuen				1	1					
SHORTYS PARK		Mystic St	Lindberg Ave	01844			Urban	MA	Essex	Methuen	1									
SHRUENDER PARK		Riverview Blvd	Jason Rd	01844			Urban	MA	Essex	Methuen										
TENNEY MIDDLE SCHOOL	75 PLEASANT ST			01844			Urban	MA	Essex	Methuen	1				1	1				
TENNEY ST					42.722087	-71.18	Urban	MA	Essex	Methuen	1									Coordinates
TENNIS COURT		COPLEY DR	OLD HOMESTEAD Rd	01844			Urban	MA	Essex	Methuen			1							
TIMONY SCHOOL	45 PLEASANT VIEW ST			01844			Urban	MA	Essex	Methuen	1					1				
VETERANS PARK					42.737313	-71.15	Urban	MA	Essex	Methuen	1			1	1	1				Coordinates
YMCA FIELDS	129 Haverhill St			01844			Urban	MA	Essex	Methuen	1			1	1					
16 James Ave Steps		James Ave	Lennox Rd	01908			Urban	MA	Essex	Nahant										
Bailys Hill		Trimountain Rd	Bass Point Rd	01908			Urban	MA	Essex	Nahant										
East Point / Lodge Park					42.418669	-70.903991	Urban	MA	Essex	Nahant										Coordinates
Flash Road Playground	55 Flash Rd			01908			Urban	MA	Essex	Nahant	1		1	1	1	1				
Little Nahant Playground					42.433417	-70.935094	Urban	MA	Essex	Nahant	1				1					Coordinates
Lowlands Playground					42.428133	-70.931581	Urban	MA	Essex	Nahant	1			1						Coordinates
Marjoram Park		Willow Rd	Wharf St	01908			Urban	MA	Essex	Nahant										
Pleasant Street Playground		Pleasant St	Central St	01908			Urban	MA	Essex	Nahant	1									
Spring Road Basketball Court					42.426848	-70.930392	Urban	MA	Essex	Nahant					1					Coordinates
Swallow Cave					42.416362	-70.910418	Urban	MA	Essex	Nahant										Coordinates
Veterans Park					42.429632	-70.933485	Urban	MA	Essex	Nahant										Coordinates
Central St Complex		Central St	Fatherland Dr	01922			Urban	MA	Essex	Newbury						1				
Kent Way / Lunt St Complex		Lunt St	Main St	01922			Urban	MA	Essex	Newbury				1						
Lower Green		High Rd	Newman Rd	01951			Urban	MA	Essex	Newbury				1						
Newbury Elementary School	63 Hanover St			01951			Urban	MA	Essex	Newbury	1			1	1	1				
Upper Green		High Rd	Hanover St	01951			Urban	MA	Essex	Newbury				1						
Atkinson Common		Mosley Ave	High St	01950			Urban	MA	Essex	Newburyport	1		1	1	1					
Atwood Park		Lime St	Atwood St	01950			Urban	MA	Essex	Newburyport					1					
Bartlet Mall and Frog Pond Playground 		Auburn St	High St	01950			Urban	MA	Essex	Newburyport	1				1					
Brown Square		Titcomb St	Pleasant St	01950			Urban	MA	Essex	Newburyport										
Cashman Park	5 Pop Crowley Way			01950			Urban	MA	Essex	Newburyport	1		1	1	1	1				
City Forest		Hale St	Lavalley Ln	01950			Urban	MA	Essex	Newburyport										
Cushing Park and Ayers Playground		Congress St	Buck St	01950			Urban	MA	Essex	Newburyport	1				1					
Inn Street Playground					42.810774	-70.870645	Urban	MA	Essex	Newburyport	1									Coordinates
Jason Sawyer Playground					42.815829	-70.81774	Urban	MA	Essex	Newburyport	1									Coordinates
Joppa Park	212 Water St			01950			Urban	MA	Essex	Newburyport										
March's Hill		High Rd	Bromfield St	01950			Urban	MA	Essex	Newburyport										
Moseley Woods		Merrimac St	Spofford St	01950			Urban	MA	Essex	Newburyport	1									
Perkins Playground		Lincoln St	Beacon Ave	01950			Urban	MA	Essex	Newburyport	1		1	1	1					
Woodman Park	50 Crow Ln			01950			Urban	MA	Essex	Newburyport	1			1	1	1				
APLIN		Water St	Claredon St	01845			Urban	MA	Essex	North Andover	1			1	1					
CARL THOMAS		Dana St	Beverly St	01845			Urban	MA	Essex	North Andover	1			1						
FOSTER FARM					42.667444	-71.1	Urban	MA	Essex	North Andover						1				Coordinates
GALLAGHER					42.683083	-71.1	Urban	MA	Essex	North Andover				1		1				Coordinates
GROGIES		Baldwin St	Gilbert St	01845			Urban	MA	Essex	North Andover	1			1	1					
MCEVOY/CHADWICK		Chadwick St	Moody St	01845			Urban	MA	Essex	North Andover	1			1	1					
North Andover MIDDLE SCHOOL Fields	495 Main St			01845			Urban	MA	Essex	North Andover				1	1	1				
REYNOLDS Park		Johnson St	Rea St	01845			Urban	MA	Essex	North Andover						1				
SHARPNERS					42.628504	-71.1	Urban	MA	Essex	North Andover				1		1				Coordinates
Bartholomew Pond P.G.					42.508036	-70.96351	Urban	MA	Essex	Peabody	1				1					Coordinates
Brown School	150 Lynn St			01960			Urban	MA	Essex	Peabody	1									
Buckley Field					42.531647	-70.925277	Urban	MA	Essex	Peabody						1				Coordinates
Burke School	127 Birch St			01960			Urban	MA	Essex	Peabody	1			1		1				
Castle Circle					42.533504	-70.942309	Urban	MA	Essex	Peabody										Coordinates
Center School	18 Irving St			01960			Urban	MA	Essex	Peabody	1									
Corbeil Park		Russel St	Hoover Terr	01960			Urban	MA	Essex	Peabody			1	1	1					
Cottage St Playground	14 COTTAGE ST			01960			Urban	MA	Essex	Peabody	1									
Emerson Park		Perkins St	James St	01960			Urban	MA	Essex	Peabody	1			1	1	1				
Farnham Park		Endicott St	Noble Ln	01960			Urban	MA	Essex	Peabody				1						
Forest St. Playground		Forest St	Dudley St	01960			Urban	MA	Essex	Peabody	1				1					
Higgins Middle School		Allens Ln	Perkins St	01960			Urban	MA	Essex	Peabody	1			1		1				
Kennedy Athletic Fields					42.545074	-71.002622	Urban	MA	Essex	Peabody				1		1				Coordinates
Kiley Brothers Memorial School	21 Johnson St			01960			Urban	MA	Essex	Peabody	1			1	1					
Lakeshore Park		Lakeshore Rd	Bay State Rd	01960			Urban	MA	Essex	Peabody					1	1				
Lalikos Park		Nancy Ave	Raylen Ave	01960			Urban	MA	Essex	Peabody	1			1	1					
Leather City Common		Lowell St	School St	01960			Urban	MA	Essex	Peabody										
Lt. Ross Park					42.544615	-70.992193	Urban	MA	Essex	Peabody	1			1						Coordinates
MacArthur Park	17 Macarthur Circle			01960			Urban	MA	Essex	Peabody				1						
Marrs Park		Home St	Clement Ave	01960			Urban	MA	Essex	Peabody	1			1	1	1				
McCarthey School	76 Lake St			01960			Urban	MA	Essex	Peabody	1			1						
Peabody Veterans Memorial High School Fields	485 Lowell St			01960			Urban	MA	Essex	Peabody			1	1		1				
Pierpont Playground		Piermont St	Fountain St	01960			Urban	MA	Essex	Peabody	1				1					
Raddin Park		Lynnfield St	Corwin St	01960			Urban	MA	Essex	Peabody	1		1	1	1					
South Memorial School and Carroll Savage Park	16 Maple St Ext			01960			Urban	MA	Essex	Peabody	1			1						
Squanto Park					42.541673	-71.019139	Urban	MA	Essex	Peabody										Coordinates
Symphony Park		Symphony Rd	Catherine Dr	01960			Urban	MA	Essex	Peabody	1			1	1					
Thomas Carrol Schol and Connolly Park		Dark Ln	Connolly Terr	01960			Urban	MA	Essex	Peabody	1			1	1	1				
Tot Lot- Loris Rd.		Loris Rd	Blake St	01960			Urban	MA	Essex	Peabody	1									
Welch School	50 Swampscott Ave			01960			Urban	MA	Essex	Peabody	1		1	1						
West Memorial School	15 Bow St			01960			Urban	MA	Essex	Peabody	1				1					
Whitney Playground					42.516578	-70.983168	Urban	MA	Essex	Peabody	1				1					Coordinates
Willowbrae Park		Willowbrae Dr	Livingston Dr	01960			Urban	MA	Essex	Peabody					1					
Evans Field	32 Pooles Ln			01966			Urban	MA	Essex	Rockport				1		1				
Harvey				01966			Urban	MA	Essex	Rockport										Cant Find
Manning Park		Squam Rd	Granite Rd	01960			Urban	MA	Essex	Rockport										
Millbrook Meadow Park		King St	Forest St	01966			Urban	MA	Essex	Rockport										
Millbrook Pond Park					42.657778	-70.623443	Urban	MA	Essex	Rockport										Coordinates
Pingree Park					42.674331	-70.625841	Urban	MA	Essex	Rockport	1		1	1	1					Coordinates
School Playing Fields	26 Jerdens Ln			01966			Urban	MA	Essex	Rockport	1		1	1	1	1				
Seafencibles				01966			Urban	MA	Essex	Rockport										Cant Find
Eiras Park	477 Haverhill St			01969			Urban	MA	Essex	Rowley	1			1		1	17.5			
Haley Field	435 Haverhill St			01969			Urban	MA	Essex	Rowley										
Pine Grove Elementary School	191 Main St			01969			Urban	MA	Essex	Rowley	1			1	1	1	16			
Rowley Town Common		Main St	Independent St	01969			Urban	MA	Essex	Rowley				1		1	2			
33 Proctor St	33 Proctor St			01970			Urban	MA	Essex	Salem							0.44			
Bertram Field	1 Powder House Ln			01970			Urban	MA	Essex	Salem						1	5.5			
Broad Street Park	Broad St			01970			Urban	MA	Essex	Salem							0.5			Couldn’t Find
Camp Naumkeag	56 Memorial Dr			01970			Urban	MA	Essex	Salem							4.7			
Castle Hill Playground	14 Story Rd			01970			Urban	MA	Essex	Salem	1			1	1	1	3.8			
Collins Cove	2 Collins St			01970			Urban	MA	Essex	Salem							32.6			
Collins Cove Playground	31 Collins St			01970			Urban	MA	Essex	Salem	1		1	1	1		4.2			
Common		Washington Square	Winter St	01970			Urban	MA	Essex	Salem	1				1		10.05			
Curtis Park	19 March St			01970			Urban	MA	Essex	Salem	1				1		0.62			
Dibiase Park					42.511174	-70.920246	Urban	MA	Essex	Salem	1				1		0.47			Coordinates
Forest River Park	38 Clifton Ave			01970			Urban	MA	Essex	Salem	1	1	1	1	1		29			
Fort Lee	100 Memorial Dr			01970			Urban	MA	Essex	Salem							16.03			
Furlong Park	20 Franklin St			01970			Urban	MA	Essex	Salem	1			1	1		5.5			
Gallows Hill Park and Playground	53 Hanson St			01970			Urban	MA	Essex	Salem	1			1	1	1	22.21			
Gonyea Park	41 Northey St			01970			Urban	MA	Essex	Salem	1						0.14			
Highland Park,	199 Highland Ave			01970			Urban	MA	Essex	Salem							270.63			
Hight St. Park,	2 High St			01970			Urban	MA	Essex	Salem	1				1		0.51			
Juniper Park	28 Beach Ave			01970			Urban	MA	Essex	Salem	1				1		0.5			
Kernwood Marina & McCabe Park	24 Kernwood St			01970			Urban	MA	Essex	Salem							4.3			
Lafayette Park	124 Lafayette St			01970			Urban	MA	Essex	Salem							0.5			
Lappin Park	112 Washington St			01970			Urban	MA	Essex	Salem							0.11			
Mack Park		Mason St	Tremont St	01970			Urban	MA	Essex	Salem	1			1	1		25.8			
Mansell Park	50 Proctor St			01970			Urban	MA	Essex	Salem	1			1		1	1.5			
Mary Jane Lee Park / Prince St Playground)	41 Palmer St			01970			Urban	MA	Essex	Salem	1				1		0.73			
McGlew Park		North St	Nursery St	01970			Urban	MA	Essex	Salem	1			1	1	1	2.4			
McGrath Park	46 Marlborough Rd			01970			Urban	MA	Essex	Salem	1		1		1	1	22.3			
Memorial Park (Irzyk)	17 Fort Ave			01970			Urban	MA	Essex	Salem	1			1	1	1	7.4			
Palmer Cove Park	30 Leavitt St			01970			Urban	MA	Essex	Salem			1	1	1		7.2			
Patten Park	41 Buffum St			01970			Urban	MA	Essex	Salem							0.08			
Pickrnan Park	20 Lincoln Rd 			01970			Urban	MA	Essex	Salem	1		1	1	1	1	3.01			
Splaine Park	23 May St			01970			Urban	MA	Essex	Salem	1			1	1		1.85			
Swiniuch Park	128 Derby St			01970			Urban	MA	Essex	Salem							0.03			
Willows Park		Fort Ave	Bayview Ave	01970			Urban	MA	Essex	Salem			1		1	1	24.62			
Winter Island	50 Winter Island Rd			01970			Urban	MA	Essex	Salem	1						27.1			
Witchcraft Heights	1 Frederick St			01970			Urban	MA	Essex	Salem	1				1		15			
Beach Road Field	215 Beach Rd			01952			Urban	MA	Essex	Salisbury				1						
Lions Park	39 Lafayette Rd			01952			Urban	MA	Essex	Salisbury	1		1	1	1					Coordinates
Memorial School	18 Maple St			01952			Urban	MA	Essex	Salisbury				1	1					Coordinates
Salisbury Elementary School	100 Lafayette Rd			01952			Urban	MA	Essex	Salisbury				1	1	1				
Skateboard Park	380 Beach Rd			01952			Urban	MA	Essex	Salisbury						1				
Anna Parker Playground		Essex St	School St	01906			Urban	MA	Essex	Saugus	1		1	1	1	1				
Belmonte Middle School and World Series Park	25 Dow St			01906			Urban	MA	Essex	Saugus	1		1	1		1				
Bristow Park 		Bristow St	Barressi Ln	01906			Urban	MA	Essex	Saugus	1			1	1					
Elks Field 		Main St	Hickory Ln	01906			Urban	MA	Essex	Saugus				1						Coordinates
Grabowski Field		Hurd Ave	Pelham St	01906			Urban	MA	Essex	Saugus				1						
Lynnhurst Elementary School Field	10 Elm St			01906			Urban	MA	Essex	Saugus	1		1	1	1					
Oaklandvale Elementary School Field 	266 Main St			01906			Urban	MA	Essex	Saugus	1			1	1					
Parcher Field at Kasabuski Rink	201 Forest St			01906			Urban	MA	Essex	Saugus				1						Coordinates
Saugus High School Fields	1 Pearce Memorial Dr			01906			Urban	MA	Essex	Saugus				1		1				
Stackpole Field		Appleton St	Summer St	01906			Urban	MA	Essex	Saugus				1		1				
Stocker Playground		Winter St	Stocker St	01906			Urban	MA	Essex	Saugus	1			1	1					
Veterans Elementary School	39 Hurd Ave			01906			Urban	MA	Essex	Saugus	1				1	1				
Waybright Elementary School Field	25 Talbot St			01906			Urban	MA	Essex	Saugus	1			1						
Abbott Park		Paradise Rd	Norfolk Ave	01907			Urban	MA	Essex	Swampscott	1			1	1					
Hadley Playground	24 Redington St			01907			Urban	MA	Essex	Swampscott	1			1						
Linscott Park		Humphrey St	Monument Ave	01907			Urban	MA	Essex	Swampscott										
Lower Jackson Park	1 Essex St			01907			Urban	MA	Essex	Swampscott				1						
Phillips Park		Humphrey St	Pleasant St	01907			Urban	MA	Essex	Swampscott	1			1	1	1				
Stanley School Park	2 Whitman Rd			01907			Urban	MA	Essex	Swampscott	1			1	1					
Swampscott Middle School Field	207 Forest Ave			01907			Urban	MA	Essex	Swampscott			1	1						
Upper Jackson Park	1 The Greenway			01907			Urban	MA	Essex	Swampscott						1				
Klock Park	17 North St			01983			Urban	MA	Essex	Topsfield				1		1				
Proctor Elementary School	60 Main St			01983			Urban	MA	Essex	Topsfield	1		1	1	1					
Pye Brook Community Park	124 Haverhill Rd			01983			Urban	MA	Essex	Topsfield	1		1	1	1	1				
Steward School	261 Perkins Row			01983			Urban	MA	Essex	Topsfield	1		1	1						
Buker Elementary	1 School St			01984			Urban	MA	Essex	Wenham	1			1	1	1	7.1			
Iron Rail Fields		Grapevine Rd	Essex St	01984			Urban	MA	Essex	Wenham				1		1				
Pingree Park	211 Main St			01984			Urban	MA	Essex	Wenham	1		1	1		1	8			
West Wenham Park (Higgenson Bicentennial Playground)	122 Topsfield Rd			01984			Urban	MA	Essex	Wenham			1		1	1	3.2			
Cammett Park					42.799467	-70.987312	Urban	MA	Essex	West Newbury	1			1		1				Coordinates
Page School	694 Main St			01985			Urban	MA	Essex	West Newbury	1			1	1					
Pentucket Regional High School	24 Main St			01985			Urban	MA	Essex	West Newbury			1	1		1				
Pipestave Hill Recreation Area					42.805863	-70.960586	Urban	MA	Essex	West Newbury				1		1				Coordinates
Concord Rd. Field	104 Concord Rd			01720			Urban	MA	Middlesex	Acton						1				
Elm St. Fields	21 Elm St			01720			Urban	MA	Middlesex	Acton	1		1	1	1	1				
Gardner Field					42.47546	-71.47	Urban	MA	Middlesex	Acton	1				1	1				Coordinates
Goward Playground	486 Main St			01720			Urban	MA	Middlesex	Acton	1				1					
Great Hill and Little Great Hill	54 School St			01720			Urban	MA	Middlesex	Acton	1					1				
Ice House Pond					42.477258	-71.41	Urban	MA	Middlesex	Acton										Coordinates
Jones Field	54 Martin St			01720			Urban	MA	Middlesex	Acton	1			1		1				
MacPherson Field and Hart Field	80 Taylor Rd			01720			Urban	MA	Middlesex	Acton	1			1						
Morrison Farm Community Gardens	116 Concord Rd			01720			Urban	MA	Middlesex	Acton	 									
NARA Park	25 Ledge Rock Way			01720			Urban	MA	Middlesex	Acton	1			1		1				
North Acton Community Gardens	845 Main St			01720			Urban	MA	Middlesex	Acton										
School St. Fields	323 School St			01720			Urban	MA	Middlesex	Acton						1				
T.J. O’Grady Skate Park	66 Hayward Rd			01720			Urban	MA	Middlesex	Acton						1				
Veteran’s Field		Main St	Great Rd	01720			Urban	MA	Middlesex	Acton	1			1						
Bishop Field	25 Columbia Rd						Urban	MA	Middlesex	Arlington	1			1	1	1				
Brackett School	66 Easter Ave						Urban	MA	Middlesex	Arlington	1				1					
Buck Field	422 Summer St						Urban	MA	Middlesex	Arlington				1						
Buzzell Field	29 Summer St						Urban	MA	Middlesex	Arlington	1			1	1					
Crosby School Tennis Courts		Oxford St	Raleigh St				Urban	MA	Middlesex	Arlington	1		1			1				
Cutter School		Robbins Rd	Howard St				Urban	MA	Middlesex	Arlington	1									
Florence Field and Dallin School	185 Florence Ave						Urban	MA	Middlesex	Arlington	1			1	1	1				
Hardy School	52 Lake St						Urban	MA	Middlesex	Arlington	1				1					
Hibbert Playground 	Hibbert St						Urban	MA	Middlesex	Arlington	1									
Hill's Hill	422 Summer St						Urban	MA	Middlesex	Arlington										
Hurd and Reservoir Fields		Mass Ave	Drake Rd				Urban	MA	Middlesex	Arlington				1		1				
